date,deaths,description,location,location_link,name,name_link,latitude,longitude,wiki_lat,wiki_lon,lat_clean,lon_clean
1996-04-29 00:00:00,35,"The Port Arthur massacre of 28 April 1996 was a killing spree which claimed the lives of 35 people and wounded 21 others mainly at the historic tourist site Port Arthur in south-eastern Tasmania, Australia. It later emerged that the gunman had severe intellectual disability.[485] The massacre remains Australia's deadliest mass killing spree and remains one of the deadliest such incidents worldwide in recent times.[371]","Port Arthur, Tasmania, Australia","/wiki/Port_Arthur,_Tasmania",Port Arthur massacre,/wiki/Port_Arthur_massacre_(Australia),-43.177459999999996,147.8420491,43.15,147.85,-43.177459999999996,147.8420491
1996-04-18 00:00:00,106,"Israeli artillery struck the Unifil Headquarters in Qana which was providing shelter to approximately two hundred Lebanese civilians. The Israeli military said the strike was in error and that they were not targeting the UN shelter. An amateur film was released showing that, contrary to Israeli assertions, an Israeli drone was spying on the UN compound just before it was shelling.[488] The UN concluded that the attack was intentional. Amnesty International also concluded, ""the IDF intentionally attacked the UN compound.[489][490][491][492][493][494]",Lebanon,/wiki/Lebanon,First Qana massacre,/wiki/1996_shelling_of_Qana,33.854721000000005,35.862285,33.833,35.833,33.854721000000005,35.862285
1997-02-05 00:00:00,9,"After two days of protests during which the protesters had marched shouting ""God is great"" and ""independence for Xinjiang"" the demonstrations were crushed by the People's Liberation Army. Official reports put the death toll at 9 while dissident reports estimated the number killed at more than 100.[496][497][498][499][500][501]","Ghulja, China",/wiki/Ghulja,Ghulja massacre,/wiki/Ghulja_incident,43.977138000000004,81.52745300000001,43.917,81.317,43.977138000000004,81.52745300000001
1997-11-17 00:00:00,64,"Massacre carried out by Egyptian Islamist militants, in which 64 people (including 59 visiting tourists) were killed using automatic weapons and machetes.[502][503][504]","Luxor, Egypt",/wiki/Luxor,Luxor massacre,/wiki/Luxor_massacre,25.6872431,32.6396357,25.683000000000003,32.65,25.6872431,32.6396357
1997-12-22 00:00:00,45,"Massacre carried out by paramilitary forces of 45 people attending a prayer meeting of indigenous townspeople, who were members of the pacifist group Las Abejas (""The Bees""), in the village of Acteal, municipality of Chenalhó, in the Mexican state of Chiapas.[505][506][507]","Acteal, Mexico",/wiki/Acteal,Acteal massacre,/wiki/Acteal_massacre,19.412842,-99.0685845,16.987779999999997,92.51861,19.412842,-99.0685845
1998-08-15 00:00:00,29,"The Omagh bombing was a car bomb attack carried out by the Real Irish Republican Army, a splinter group of former Provisional Irish Republican Army members opposed to the Good Friday Agreement. Twenty-nine people died and approximately 220 people were injured.The attack was described by the BBC as ""Northern Ireland's worst single terrorist atrocity"".[509][510][511][512][513][514]","Omagh, Northern Ireland",/wiki/Omagh,Omagh massacre,/wiki/Omagh_bombing,54.5977149,-7.3099596999999985,54.598,7.309,54.5977149,-7.3099596999999985
1999-04-20 00:00:00,15,"Two teenagers, Eric Harris and Dylan Klebold open fire on their classmates on April 20, 1999 at Columbine High School, killing 12 students and a teacher and injuring 21 others before committing suicide in the school's library.","Littleton, Colorado, United States","/wiki/Littleton,_Colorado",Columbine High School Massacre,/wiki/Columbine_High_School_massacre,39.613321,-105.0166498,39.59972,105.01083,39.613321,-105.0166498
2000-07-27 00:00:00,11,"Killing of 11 landless labourers allegedly by activists of Communist Party of India (Marxist), a political party in India, in Suchpur, near Nanoor and under Nanoor police station, in Birbhum district in the Indian state of West Bengal.[517][518][519]","West Bengal, India",/wiki/West_Bengal,Nanoor massacre,/wiki/Nanoor_massacre,22.9867569,87.8549755,22.566999999999997,88.367,22.9867569,87.8549755
2001-06-01 00:00:00,25,"A Hamas suicide bomber blows himself up outside a nightclub in Tel Aviv, killing at least 21 teenage girls and 4 adults. The youngest victim was 14 years old, and a majority of the teenage girls were of Russian origin.[520]","Tel Aviv, Israel",/wiki/Tel_Aviv,Dolphinarium discotheque massacre,/wiki/Dolphinarium_discotheque_massacre,32.0852999,34.78176759999999,32.067,34.783,32.0852999,34.78176759999999
2002-01-17 00:00:00,6,"An attack carried out in January 2002 by al-Aqsa Martyrs' Brigades in which a Palestinian gunman hurling grenades killed six and wounded 33 in a Bat Mitzvah celebration, a traditional Jewish celebration held for a 12-year-old girl.[521][522]","Hadera, Israel",/wiki/Hadera,Bat Mitzvah massacre,/wiki/Bat_Mitzvah_massacre,32.4340458,34.9196518,32.45,34.917,32.4340458,34.9196518
2002-02-28 00:00:00,69,"During the 2002 Gujarat riots, a mob attacked the Gulbarg Society, a lower middle-class Muslim neighbourhood in Chamanpura, Ahmedabad. Most of the houses were burnt, and at least 35 victims including a former Congress, Member of Parliament, Ehsan Jafri, were burnt alive, while 31 others went missing after the incident, later presumed dead, bringing the total of the dead to 69.[523][524][525]","Ahmedabad, India",/wiki/Ahmedabad,Gulbarg Society massacre,/wiki/Gulbarg_Society_massacre,23.022505,72.57136209999999,23.03,72.58,23.022505,72.57136209999999
2002-03-27 00:00:00,30,"Killing of 30 guests at the Park Hotel in Netanya, Israel, sitting down to the traditional Passover Seder meal. Another 143 were injured. Hamas claimed responsibility.[526][527][528][529][530]","Netanya, Israel",/wiki/Netanya,Passover massacre,/wiki/Passover_massacre,32.321458,34.853196000000004,32.33333,34.85,32.321458,34.853196000000004
2004-09-01 00:00:00,334,"Armed Chechen separatists[531] took more than 1,200 people hostage at a school. 334 civilians were killed, including 186 school children, and hundreds wounded.[532][533][534]","Beslan, Russian Federation",/wiki/Beslan,Beslan school hostage crisis,/wiki/Beslan_school_hostage_crisis,43.193659499999995,44.5483745,43.183,44.55,43.193659499999995,44.5483745
2005-03-05 00:00:00,8,"Brothers Sylvester and Gavin Beukes murder the owners' couple of farm Kareeboomvloer and execute all witnesses, including two children.[535] The motive was revenge for a previous theft charge laid by the farm owner.[536]","near Rehoboth, Namibia","/wiki/Rehoboth,_Namibia",Kareeboomvloer massacre,/wiki/Kareeboomvloer_massacre,-23.3196141,17.0893798,23.316999999999997,17.083,-23.3196141,17.0893798
2005-05-13 00:00:00,187,Uzbek Interior Ministry and National Security Service troops fired into a crowd of protesters.[537][538],"Andijan, Uzbekistan",/wiki/Andijan,Andijan massacre,/wiki/Andijan_massacre,40.815356099999995,72.28375,40.783,72.333,40.815356099999995,72.28375
2005-08-04 00:00:00,4,"In protest of Ariel Sharon's government evacuation of Gaza colonies, Jewish IDF soldier Eden Natan-Zada travels to Israeli Arab city Shefa-Amr and unloads his gun against residents of a Druze neighborhood.","Shefa-Amr, Israel",/wiki/Shefa-Amr,Shafram massacre (2005)[539],Shafram massacre (2005)[539],32.80576500000001,35.169971000000004,32.80556,35.16944,32.80576500000001,35.169971000000004
2005-11-19 00:00:00,24,"US Marines slaughter 24 unarmed Iraqi civilians, among whom numerous children and the elderly. Though the unit's commander, Staff Sgt Frank Wuterich, claimed his forces came under attack just before the rampage, no weapons were found in the area.[540]","Haditha, Iraq",/wiki/Haditha,Haditha massacre,/wiki/Haditha_massacre,34.1251832,42.374164,34.139720000000004,42.37806,34.1251832,42.374164
2006-03-25 00:00:00,6,"28-year-old Kyle Aaron Huff entered a rave afterparty in the southeast part of Seattle's Capitol Hill neighborhood and opened fire, killing six and wounding two, before committing suicide.[541]","Seattle, Washington, United States",/wiki/Seattle,Capitol Hill massacre,/wiki/Capitol_Hill_massacre,47.6062095,-122.33207079999998,47.60972,122.33306,47.6062095,-122.33207079999998
2006-07-30 00:00:00,28,"Airstrike by the Israeli Air Forces on three-storey kill 28 civilians, including 16 children. The Israeli military alleged the compound was used by Hezbollah to store weapons but international observers and journalists denied military equipment was found on the rubble of the building from where the bodies of the victims, civilians in their pajamas were taken.[542]",Lebanon,/wiki/Lebanon,Qana airstrike,/wiki/Qana_airstrike,33.854721000000005,35.862285,33.833,35.833,33.854721000000005,35.862285
2007-04-16 00:00:00,32,"Gunman Seung-Hui Cho, killed 32 people and wounded many others[543] before committing suicide. The massacre one of the deadliest peacetime shooting incidents by a single gunman in United States history, on or off a school campus.[544]","Blacksburg, Virginia, United States","/wiki/Blacksburg,_Virginia",Virginia Tech massacre,/wiki/Virginia_Tech_massacre,37.2295733,-80.4139393,37.23,80.41778000000001,37.2295733,-80.4139393
2009-09-28 00:00:00,157,Guinean uniformed security forces opened fire on a political rally trapped in the 28 September Stadium.[545],"Conakry, Guinea",/wiki/Conakry,28 September massacre,/wiki/2009_Guinea_protest,9.6411855,-13.578401199999998,9.517000000000001,13.7,9.6411855,-13.578401199999998
2009-11-05 00:00:00,13,"Gunman Malik Nadal Hasan, a Major in the U.S. Army, killed 12 soldiers and one civilian, and wounded at least 30 on the base at Ft. Hood. Initial reports indicate Hassan was upset at being deployed to Iraq.[546][547][548][549][550][551]","Ft. Hood, Texas, United States","/wiki/Ft._Hood,_Texas",Fort Hood massacre,/wiki/2009_Fort_Hood_shooting,31.195001300000005,-97.7413143,31.13,97.78,31.195001300000005,-97.7413143
2009-11-23 00:00:00,57,"A group of 100 armed men, alleged to include police and private militia led by Andal Ampatuan, Jr., stopped a convoy of five cars transporting Genalyn Tiamzon-Mangudadatu, the wife of Esmael Mangudadatu, who is running for provincial governor in the 2010 Philippine elections. She was en route to the town of Shariff Aguak to file a certificate of candidacy for her husband, accompanied by his sisters, other supporters, and members of the press. The attackers kidnapped and later killed all members of the Mangudadatu group; reports state that women in the group were raped before being killed. Five other people not part of the group, in a car behind the convoy, were also kidnapped and killed.[552][553][554][555][556]","Ampatuan, Maguindanao, Philippines","/wiki/Ampatuan,_Maguindanao",Maguindanao massacre,/wiki/Maguindanao_massacre,6.767450900000001,124.3899973,6.8669,124.4669,6.767450900000001,124.3899973
2011-08-18 00:00:00,640,"In what was believed to be a revenge operation, members of the Murle tribe attacked members of the Nuer tribe, burning down over 3,400 houses and the hospital ran by Médecins Sans Frontières. An initial estimate showed that 38,000 heads of cattle were stolen and 208 children were kidnapped.[557]","Uror County, South Sudan",/wiki/Uror_County,Uror massacre,/wiki/Ethnic_violence_in_South_Sudan#Uror_massacre_(2011),,,,,,
2011-10-05 00:00:00,13,Two Chinese cargo ships were attacked on a stretch of the Mekong River in the Golden Triangle area. All 13 crew members were killed and dumped in the river.[558] It is the deadliest assault on Chinese nationals abroad in modern times.[559],"Chiang Khong, Chiang Rai, Thailand",/wiki/Chiang_Khong_District,Mekong River massacre,/wiki/Mekong_River_massacre,20.1651266,100.3947116,20.26,100.40666999999999,20.1651266,100.3947116
2011-12-23 00:00:00,900,"Partly as reaction for previous massacres, the Nuer White Army released a statement stating its intention to ""wipe out the entire Murle tribe on the face of the earth as the only solution to guarantee long-term security of Nuer's cattle""[560] and massacred members of the Murle people.[561]","Pibor, South Sudan",/wiki/Pibor,Pibor massacre,/wiki/Pibor_massacre,6.8001687,33.126717,6.8,33.13333,6.8001687,33.126717
2012-03-11 00:00:00,17,17 Afghan civilians were killed by U.S. Army Soldier Robert Bales.[562] Some witnesses have indicated more than one person was involved.[563],"Kandahar, Afghanistan",/wiki/Kandahar,Kandahar massacre,/wiki/Kandahar_massacre,31.628871000000004,65.7371749,31.616999999999997,65.717,31.628871000000004,65.7371749
2012-05-25 00:00:00,108,"Approximately 108 people were killed with knives in the Syrian town of Houla. Approximately 25 men, 49 children and 34 women were among the victims.[564]","Houla, Syria",/wiki/Houla,Houla massacre,/wiki/Houla_massacre,34.8930455,36.4959348,34.88528,36.51167,34.8930455,36.4959348
2013-08-14 00:00:00,600,"Egyptian security forces and army raided two camps of protesters in Cairo: one at al-Nahda Square and a larger one at Rabaa al-Adawiya Square. The two sites had been occupied by supporters of ousted President Mohamed Morsi. Reports of fatalities range from 600 to more than 800 civilians, while at least 3,994 were injured.","Cairo, Egypt","Cairo, Egypt",Rabaa massacre,/wiki/August_2013_Rabaa_massacre,30.0444196,31.235711600000005,,,30.0444196,31.235711600000005
2013-12-01 00:00:00,240,"During the breakout of the South Sudanese Civil War, Dinka SPLA soldiers rounded up and killed Nuer men from Nuer suburbs in the capital, Juba.[565]","Juba, South Sudan","Juba, South Sudan",Gudele massacre,/wiki/Ethnic_violence_in_South_Sudan#Gudele_massacre_(2013),4.859363,31.57125,,,4.859363,31.57125
2014-04-15 00:00:00,400,"During the South Sudanese Civil War, rebels massacred mostly non-Nuer civilians after taking control of Bentiu.[566]","Bentiu, South Sudan","Bentiu, South Sudan",2014 Bentiu massacre,/wiki/2014_Bentiu_massacre,9.231487,29.8005027,,,9.231487,29.8005027
2014-08-01 00:00:00,2000,An ISIS massacre of Yazidi men.,"Sinjar District, Nineveh Governorate, Iraq","Sinjar District, Nineveh Governorate, Iraq",Sinjar massacre,/wiki/Sinjar_massacre,36.3142158,41.8624425,,,36.3142158,41.8624425
2014-12-16 00:00:00,148,"Seven gunmen affiliated with the Tehrik-i-Taliban (TTP) conducted a terrorist attack on the Army Public School killing more than 150 people, including 134 schoolchildren, ranging between eight and eighteen years of age.","Peshawar, Pakistan","Peshawar, Pakistan",2014 Peshawar school massacre,/wiki/2014_Peshawar_school_massacre,34.015136600000005,71.52491540000001,,,34.015136600000005,71.52491540000001
2015-06-17 00:00:00,9,"A mass shooting perpetrated by Dylann Roof, a 21-year-old white supremacist, opened fire at the Emanuel African Methodist Episcopal Church, killing 9.","Charleston, SC, United States","/wiki/Charleston,_SC",Charleston church massacre,/wiki/Charleston_church_shooting,32.776474900000004,-79.93105120000001,32.78333,79.93333,32.776474900000004,-79.93105120000001
2015-11-13 00:00:00,130,"November 2015 Paris attacks. The single deadliest terrorist attack in French history. Multiple shooting and grenade attacks occurred on a Friday night; among the locations targeted were a music venue, sports stadium and several bar and restaurant terraces. 90 persons were killed during a siege at an Eagles of Death Metal concert inside the Bataclan. French president François Hollande evacuated from a football match between France and Germany at the Stade de France, slated venue for the UEFA Euro 2016 Final, after three separate suicide bombings over the course of about 40 minutes. ISIS claimed responsibility for the attacks and President Hollande named the Paris attacks an ""act of war"".[568]","Paris, France",/wiki/Paris,Bataclan massacre,/wiki/Bataclan_massacre,48.856614,2.3522218999999995,48.8567,2.3508,48.856614,2.3522218999999995
2016-06-12 00:00:00,49,"A mass shooting perpetrated by Omar Mateen, a 29-year-old U.S. citizen, opened fire in the Pulse Nightclub, a gay nightclub, killing 49, and injuring 50+. ISIS claimed responsibility for the attacks. It was the worst shooting massacre by a lone perpetrator in modern U.S. history, until the 2017 Las Vegas shooting.[569]","Orlando, Florida, United States","/wiki/Orlando,_Florida",Orlando massacre,/wiki/Orlando_massacre,28.5383355,-81.3792365,28.5376527,81.3796443,28.5383355,-81.3792365
